19-09-25 19:47:34.983 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.Journal011.journal11.ApplicationTests], using SpringBootContextLoader
19-09-25 19:47:37.268 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-srv-cluster0.vss6dcy.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017 to client view of cluster
19-09-25 19:47:37.296 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-srv-cluster0.vss6dcy.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017 to client view of cluster
19-09-25 19:47:37.297 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-srv-cluster0.vss6dcy.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017 to client view of cluster
19-09-25 19:47:37.622 [main] INFO  org.mongodb.driver.cluster - No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@6fa02932 from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out
19-09-25 19:47:37.896 [cluster-rtt-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:174283}] to ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017
19-09-25 19:47:37.896 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:182713}] to ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017
19-09-25 19:47:37.896 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:168826}] to ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017
19-09-25 19:47:37.896 [cluster-rtt-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:168827}] to ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017
19-09-25 19:47:37.896 [cluster-rtt-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:182713}] to ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017
19-09-25 19:47:37.896 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:174285}] to ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017
19-09-25 19:47:37.896 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=318335200, setName='atlas-tszw46-shard-0', canonicalAddress=ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017, hosts=[ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017, ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017, ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017], passives=[], arbiters=[], primary='ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=19, topologyVersion=TopologyVersion{processId=68c487b862622359ff23e5ef, counter=3}, lastWriteDate=Fri Sep 19 19:47:47 IST 2025, lastUpdateTimeNanos=247409321570900}
19-09-25 19:47:37.896 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=320518200, setName='atlas-tszw46-shard-0', canonicalAddress=ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017, hosts=[ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017, ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017, ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017], passives=[], arbiters=[], primary='ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000058, setVersion=19, topologyVersion=TopologyVersion{processId=68c485598f7bda48d7b57382, counter=6}, lastWriteDate=Fri Sep 19 19:47:47 IST 2025, lastUpdateTimeNanos=247409321570800}
19-09-25 19:47:37.896 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=320518400, setName='atlas-tszw46-shard-0', canonicalAddress=ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017, hosts=[ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017, ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017, ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017], passives=[], arbiters=[], primary='ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=19, topologyVersion=TopologyVersion{processId=68c47f62f8790d7d10a40864, counter=4}, lastWriteDate=Fri Sep 19 19:47:47 IST 2025, lastUpdateTimeNanos=247409321570700}
19-09-25 19:47:37.901 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff0000000000000058 from replica set primary ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017
19-09-25 19:47:37.901 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 19 from replica set primary ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017
19-09-25 19:47:37.901 [cluster-ClusterId{value='68cd66016ebd06137ec4fc14', description='null'}-ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017
19-09-25 19:47:38.050 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:182755}] to ac-phlwwlg-shard-00-01.vss6dcy.mongodb.net:27017
19-09-25 19:47:38.601 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@448cdb47, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4628a02b, org.springframework.security.web.context.SecurityContextPersistenceFilter@38c460e8, org.springframework.security.web.header.HeaderWriterFilter@1192c925, org.springframework.security.web.authentication.logout.LogoutFilter@3a4e524, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@41fc0084, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4e67cfe1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@67763ebe, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2b01c689, org.springframework.security.web.session.SessionManagementFilter@5abf6a99, org.springframework.security.web.access.ExceptionTranslationFilter@3b28b7b0, org.springframework.security.web.access.intercept.AuthorizationFilter@c5e69a5]
19-09-25 19:47:39.463 [main] INFO  c.J.journal11.ApplicationTests - Started ApplicationTests in 4.1 seconds (JVM running for 5.706)
